Protein,go_term_type,go_term
Q8NET6,Component,integral component of membrane
Q9P1U1,Component,Arp2/3 protein complex
Q9P1U1,Component,cell projection
Q9P1U1,Component,cytoplasm
Q9P1U1,Component,extracellular exosome
Q9C0K3,Component,Arp2/3 protein complex
Q9C0K3,Component,extracellular exosome
Q9H2J1,Component,NLRP3 inflammasome complex
Q6ZRZ4,Component,extracellular region
Q96LT7,Component,autophagosome
Q96LT7,Component,axonal growth cone
Q96LT7,Component,cytoplasm
Q96LT7,Component,cytoplasmic stress granule
Q96LT7,Component,dendrite
Q96LT7,Component,endosome
Q96LT7,Component,extracellular space
Q96LT7,Component,guanyl-nucleotide exchange factor complex
Q96LT7,Component,lysosome
Q96LT7,Component,main axon
Q96LT7,Component,nuclear membrane
Q96LT7,Component,nucleus
Q96LT7,Component,P-body
Q96LT7,Component,perikaryon
Q9BPX5,Component,Arp2/3 protein complex
Q9BPX5,Component,cytoplasm
Q9BPX5,Component,extracellular exosome
Q9BPX5,Component,focal adhesion
Q9BPX5,Component,glutamatergic synapse
Q5T280,Component,condensed chromosome kinetochore
Q5T280,Component,cytoplasm
Q5T280,Component,kinetochore
Q5T280,Component,mitotic spindle
Q5T280,Component,spindle pole centrosome
Q92747,Component,actin cytoskeleton
Q92747,Component,Arp2/3 protein complex
Q92747,Component,cytosol
Q92747,Component,extracellular exosome
Q92747,Component,nucleus
Q92747,Component,site of double-strand break
Q8IVW6,Component,nucleoplasm
Q8IVW6,Component,nucleus
Q969Q4,Component,cytoplasm
Q969Q4,Component,plasma membrane
P36405,Component,centrosome
P36405,Component,cilium
P36405,Component,cytoplasmic microtubule
P36405,Component,extracellular exosome
P36405,Component,Golgi apparatus
P36405,Component,Golgi membrane
P36405,Component,microtubule cytoskeleton
P36405,Component,midbody
P36405,Component,nucleus
P36405,Component,photoreceptor connecting cilium
P36405,Component,spindle microtubule
P0C7Q2,Component,mitochondrion
P0C7Q2,Component,photoreceptor inner segment
P52757,Component,cytosol
P52757,Component,membrane
Q9P291,Component,integral component of membrane
Q9P291,Component,mitochondrial outer membrane
Q7L311,Component,integral component of membrane
Q7L311,Component,mitochondrial outer membrane
Q9HBZ2,Component,cytoplasm
Q9HBZ2,Component,nucleoplasm
Q9HBZ2,Component,nucleus
Q9HBZ2,Component,transcription factor complex
P49703,Component,cytoplasm
P49703,Component,nucleolus
P49703,Component,plasma membrane
Q7Z628,Component,cytosol
Q7Z628,Component,nucleus
Q8IVW1,Component,Golgi apparatus
Q6NXE6,Component,cytosol
Q7L4S7,Component,integral component of membrane
Q7L4S7,Component,mitochondrial outer membrane
P27540,Component,cytoplasm
P27540,Component,nuclear body
P27540,Component,nucleoplasm
P27540,Component,nucleus
P27540,Component,RNA polymerase II transcription factor complex
Q8WUD6,Component,endoplasmic reticulum membrane
Q8WUD6,Component,Golgi apparatus
Q8WUD6,Component,Golgi membrane
Q8WUD6,Component,integral component of membrane
Q8WUD6,Component,intracellular membrane-bounded organelle
Q8WUD6,Component,membrane
P10071,Component,axoneme
P10071,Component,ciliary base
P10071,Component,ciliary tip
P10071,Component,cilium
P10071,Component,cytoplasm
P10071,Component,cytosol
P10071,Component,nuclear speck
P10071,Component,nucleoplasm
P10071,Component,nucleus
P10071,Component,transcriptional repressor complex
Q9UKD1,Component,cytosol
Q9UKD1,Component,nucleoplasm
Q9UKD1,Component,nucleus
Q96IJ6,Component,cytoplasm
Q96IJ6,Component,extracellular exosome
Q9P107,Component,cytosol
Q9P107,Component,intracellular
Q9P107,Component,nucleoplasm
Q9P107,Component,plasma membrane
Q9P2T1,Component,cytosol
Q9P2T1,Component,GMP reductase complex
O95837,Component,extracellular exosome
O95837,Component,heterotrimeric G-protein complex
O95837,Component,plasma membrane
P08754,Component,centrosome
P08754,Component,cytoplasm
P08754,Component,extracellular exosome
P08754,Component,Golgi apparatus
P08754,Component,heterotrimeric G-protein complex
P08754,Component,lysosomal membrane
P08754,Component,membrane
P08754,Component,membrane raft
P08754,Component,midbody
P08754,Component,nucleolus
P08754,Component,nucleus
P08754,Component,plasma membrane
P08754,Component,zymogen granule
P63092,Component,cytoplasm
P63092,Component,cytosol
P63092,Component,extracellular exosome
P63092,Component,heterotrimeric G-protein complex
P63092,Component,intrinsic component of membrane
P63092,Component,membrane
P63092,Component,plasma membrane
P63092,Component,trans-Golgi network membrane
P50148,Component,cytoplasm
P50148,Component,extracellular exosome
P50148,Component,heterotrimeric G-protein complex
P50148,Component,lysosomal membrane
P50148,Component,nuclear membrane
P50148,Component,photoreceptor outer segment
P50148,Component,plasma membrane
P19087,Component,heterotrimeric G-protein complex
P19087,Component,photoreceptor inner segment
P19087,Component,photoreceptor outer segment
P19087,Component,photoreceptor outer segment membrane
P19087,Component,plasma membrane
Q9NVN8,Component,cytosol
Q9NVN8,Component,membrane
Q9NVN8,Component,nucleolus
Q9NVN8,Component,nucleus
Q9NVN8,Component,telomerase holoenzyme complex
Q96T52,Component,integral component of membrane
Q96T52,Component,mitochondrial inner membrane peptidase complex
Q96G21,Component,fibrillar center
Q96G21,Component,Mpp10 complex
Q96G21,Component,nucleolus
Q96G21,Component,nucleoplasm
Q96G21,Component,preribosome
Q96G21,Component,small-subunit processome
O15228,Component,cytosol
O15228,Component,membrane
O15228,Component,mitochondrial membrane
O15228,Component,peroxisomal matrix
O15228,Component,peroxisomal membrane
O15228,Component,peroxisome
P46926,Component,cytoplasm
P46926,Component,cytosol
P46926,Component,extracellular exosome
Q8TDQ7,Component,cytoplasm
Q8TDQ7,Component,cytosol
Q8TDQ7,Component,nucleus
Q3T906,Component,Golgi apparatus
Q3T906,Component,Golgi membrane
Q3T906,Component,integral component of membrane
Q9UJJ9,Component,extracellular exosome
Q9UJJ9,Component,Golgi apparatus
Q9UJJ9,Component,Golgi membrane
Q9NX62,Component,cytosol
Q9NX62,Component,Golgi apparatus
Q9NX62,Component,Golgi lumen
Q9NX62,Component,integral component of membrane
Q9NX62,Component,membrane
Q9NX62,Component,nuclear body
Q9NX62,Component,nucleus
Q96P88,Component,integral component of plasma membrane
Q96P88,Component,plasma membrane
Q9P2X3,Component,cytoplasm
Q9P2X3,Component,polysome
Q08AF8,Component,cis-Golgi network
Q08AF8,Component,Golgi apparatus
Q08AF8,Component,Golgi cis cisterna
Q08AF8,Component,Golgi cisterna membrane
P0CJ92,Component,cis-Golgi network
P0CJ92,Component,Golgi apparatus
P0CJ92,Component,Golgi cis cisterna
P0CJ92,Component,Golgi cisterna membrane
A6NC78,Component,cis-Golgi network
A6NC78,Component,Golgi apparatus
A6NC78,Component,Golgi cis cisterna
A6NC78,Component,Golgi cisterna membrane
A6NMD2,Component,cis-Golgi network
A6NMD2,Component,Golgi apparatus
A6NMD2,Component,Golgi cis cisterna
A6NMD2,Component,Golgi cisterna membrane
F8WBI6,Component,cis-Golgi network
F8WBI6,Component,Golgi apparatus
F8WBI6,Component,Golgi cis cisterna
F8WBI6,Component,Golgi cisterna membrane
I6L899,Component,cis-Golgi network
I6L899,Component,Golgi apparatus
I6L899,Component,Golgi cis cisterna
I6L899,Component,Golgi cisterna membrane
H3BQL2,Component,cis-Golgi network
H3BQL2,Component,Golgi apparatus
H3BQL2,Component,Golgi cis cisterna
H3BQL2,Component,Golgi cisterna membrane
Q8TBA6,Component,cis-Golgi network
Q8TBA6,Component,Golgi apparatus
Q8TBA6,Component,Golgi cisterna
Q8TBA6,Component,Golgi membrane
Q8TBA6,Component,integral component of membrane
Q8TBA6,Component,membrane
Q8TBA6,Component,transport vesicle
Q9GZP8,Component,cytosol
Q9GZP8,Component,nucleus
Q9GZP8,Component,plasma membrane
Q6PI98,Component,fibrillar center
Q6PI98,Component,Ino80 complex
Q6PI98,Component,MLL1 complex
Q6PI98,Component,nucleoplasm
Q9BXV9,Component,EKC/KEOPS complex
Q9BXV9,Component,nucleus
C9JVW0,Component,integral component of membrane
P0DMQ5,Component,integral component of membrane
P48551,Component,extracellular region
P48551,Component,extracellular space
P48551,Component,integral component of plasma membrane
P48551,Component,plasma membrane
Q5T7V8,Component,cytoplasm
Q5T7V8,Component,cytosol
Q5T7V8,Component,Golgi apparatus
Q5T7V8,Component,nucleolus
Q5T7V8,Component,nucleoplasm
Q5T7V8,Component,nucleus
Q0VD86,Component,cytoplasm
Q0VD86,Component,nuclear body
Q0VD86,Component,nucleoplasm
Q0VD86,Component,nucleus
Q6DWJ6,Component,integral component of membrane
Q6DWJ6,Component,plasma membrane
Q7Z601,Component,cell junction
Q7Z601,Component,cytosol
Q7Z601,Component,integral component of membrane
Q7Z601,Component,plasma membrane
Q96CH1,Component,integral component of membrane
Q96CH1,Component,plasma membrane
Q9NS66,Component,integral component of membrane
Q9NS66,Component,plasma membrane
Q9BXC1,Component,integral component of plasma membrane
P08476,Component,activin A complex
P08476,Component,extracellular region
P08476,Component,extracellular space
P08476,Component,inhibin A complex
P08476,Component,perinuclear region of cytoplasm
Q8TDT2,Component,integral component of membrane
Q8TDT2,Component,plasma membrane
Q6PRD1,Component,integral component of membrane
Q6PRD1,Component,plasma membrane
Q7Z3F1,Component,extracellular exosome
Q7Z3F1,Component,integral component of membrane
Q8NFN8,Component,G protein-coupled receptor heterodimeric complex
Q8NFN8,Component,plasma membrane
P09529,Component,cell periphery
P09529,Component,extracellular region
P09529,Component,extracellular space
P09529,Component,perinuclear region of cytoplasm
Q5T848,Component,integral component of membrane
Q5T848,Component,plasma membrane
Q9UJ42,Component,integral component of membrane
Q9UJ42,Component,plasma membrane
Q9UJ42,Component,receptor complex
Q8N6U8,Component,ciliary membrane
Q8N6U8,Component,cilium
Q8N6U8,Component,endocytic vesicle membrane
Q8N6U8,Component,integral component of membrane
Q8N6U8,Component,recycling endosome
O43292,Component,endoplasmic reticulum membrane
O43292,Component,GPI-anchor transamidase complex
O43292,Component,membrane
Q9ULG1,Component,cytoplasm
Q9ULG1,Component,Ino80 complex
Q9ULG1,Component,intermediate filament cytoskeleton
Q9ULG1,Component,microtubule
Q9ULG1,Component,nuclear body
Q9ULG1,Component,nucleoplasm
Q9ULG1,Component,nucleus
Q9ULG1,Component,plasma membrane
Q9ULG1,Component,spindle
Q9NQ84,Component,cytoplasmic vesicle membrane
Q9NQ84,Component,extracellular exosome
Q9NQ84,Component,integral component of plasma membrane
Q9NQ84,Component,plasma membrane
Q9NQ84,Component,receptor complex
Q9NQ84,Component,vesicle
Q9NZD1,Component,integral component of membrane
Q9NZD1,Component,plasma membrane
Q9NZD1,Component,receptor complex
Q96PE3,Component,cytoplasm
Q96PE3,Component,cytosol
Q9Y625,Component,anchored component of plasma membrane
Q9Y625,Component,collagen-containing extracellular matrix
Q9Y625,Component,extracellular space
Q9Y625,Component,glutamatergic synapse
Q9Y625,Component,Golgi lumen
Q9Y625,Component,lysosomal lumen
Q9Y625,Component,nucleus
Q9Y625,Component,plasma membrane
Q8TDU6,Component,cytoplasm
Q8TDU6,Component,integral component of membrane
Q8TDU6,Component,plasma membrane
Q75QN2,Component,integrator complex
Q75QN2,Component,nucleoplasm
B7ZAQ6,Component,Golgi cisterna membrane
B7ZAQ6,Component,Golgi-associated vesicle membrane
B7ZAQ6,Component,integral component of membrane
P51674,Component,axonal growth cone
P51674,Component,dendritic spine
P51674,Component,extracellular exosome
P51674,Component,extracellular vesicle
P51674,Component,filopodium
P51674,Component,glutamatergic synapse
P51674,Component,integral component of presynaptic active zone membrane
P51674,Component,neuron projection
P51674,Component,neuronal cell body
P51674,Component,plasma membrane
Q9Y283,Component,cilium
Q9Y283,Component,cytoplasm
Q9Y283,Component,membrane
Q9Y283,Component,microtubule
Q9Y283,Component,nucleus
Q9Y283,Component,spindle
O00410,Component,cytoplasm
O00410,Component,membrane
O00410,Component,nuclear membrane
O00410,Component,nuclear periphery
O00410,Component,nuclear pore
O00410,Component,nucleolus
O00410,Component,nucleus
Q9UBQ7,Component,cytoplasm
Q9UBQ7,Component,cytosol
Q9UBQ7,Component,extracellular exosome
Q9UBQ7,Component,peroxisomal matrix
Q9NZI5,Component,cytosol
Q9NZI5,Component,Golgi apparatus
Q9NZI5,Component,intracellular membrane-bounded organelle
Q9NZI5,Component,nucleoplasm
Q9NZI5,Component,nucleus
P48058,Component,AMPA glutamate receptor complex
P48058,Component,cell junction
P48058,Component,dendritic spine
P48058,Component,endocytic vesicle membrane
P48058,Component,extracellular vesicle
P48058,Component,neuronal cell body
P48058,Component,plasma membrane
P48058,Component,postsynaptic membrane
Q9ULK0,Component,cell junction
Q9ULK0,Component,extracellular exosome
Q9ULK0,Component,glutamatergic synapse
Q9ULK0,Component,integral component of postsynaptic density membrane
Q9ULK0,Component,plasma membrane
Q9ULK0,Component,postsynaptic membrane
O43424,Component,cell junction
O43424,Component,dendritic spine
O43424,Component,glutamatergic synapse
O43424,Component,integral component of plasma membrane
O43424,Component,integral component of postsynaptic density membrane
O43424,Component,ionotropic glutamate receptor complex
O43424,Component,parallel fiber to Purkinje cell synapse
O43424,Component,plasma membrane
O43424,Component,postsynaptic membrane
O43424,Component,synapse
Q13255,Component,dendrite
Q13255,Component,G protein-coupled receptor dimeric complex
Q13255,Component,G protein-coupled receptor homodimeric complex
Q13255,Component,glutamatergic synapse
Q13255,Component,integral component of plasma membrane
Q13255,Component,nucleus
Q13255,Component,plasma membrane
Q13255,Component,postsynaptic density membrane
Q13255,Component,Schaffer collateral - CA1 synapse
Q15306,Component,cytosol
Q15306,Component,membrane
Q15306,Component,nuclear nucleosome
Q15306,Component,nucleoplasm
Q15306,Component,nucleus
A6NK06,Component,mitochondrion
Q9NZN1,Component,axon
Q9NZN1,Component,cell surface
Q9NZN1,Component,cytoplasm
Q9NZN1,Component,dendrite
Q9NZN1,Component,glutamatergic synapse
Q9NZN1,Component,integral component of membrane
Q9NZN1,Component,plasma membrane
Q9NZN1,Component,postsynaptic membrane
Q9NP60,Component,glutamatergic synapse
Q9NP60,Component,integral component of membrane
Q9NP60,Component,plasma membrane
P35568,Component,caveola
P35568,Component,cytoplasm
P35568,Component,cytosol
P35568,Component,insulin receptor complex
P35568,Component,intracellular membrane-bounded organelle
P35568,Component,nucleus
P35568,Component,plasma membrane
Q9Y4H2,Component,cytosol
Q9Y4H2,Component,plasma membrane
Q9Y4H2,Component,protein-containing complex
O14654,Component,cytosol
O14654,Component,plasma membrane
